latitude,longitude,school_name,school_no,gc,sw,enroll2022_21,enroll,dbn,black,hispanic,asian,multi,native_a,white,iep,poverty_no,grades_final_text,address,cic,yrly_cic_16_22,pct_chronic_absent,s_know_mh_re_ag,co_located,school_tag,split_skool,s_rr,school_type,lead_cbo_partner,school_psychologist_providing,provider,pct_temp_housing
,,M.S. 935,K935,0.0,0.0,97.0,97.0,19K935,16.0,77.0,4.0,0.0,0.0,0.0,23.0,79,,,,,20.0,85.0,,District,,98.93617021276596,,,,,15.625
40.722075,-73.978747,P.S. 015 Roberto Clemente,M015,0.0,1.6,193.0,179.0,01M015,50.0,93.0,21.0,3.0,0.0,12.0,38.0,150,"PK,0K,01,02,03,04,05",333 EAST  4 STREET,8.0,"1,2,2,2,0,1,0",59.5,,M015,District,,,Elementary,Pathways to Leadership,0.0,,31.52174056
40.730009,-73.984496,P.S. 019 Asher Levy,M019,1.0,0.4,212.0,176.0,01M019,32.0,101.0,10.0,8.0,1.0,21.0,72.0,124,"PK,0K,01,02,03,04,05",185 1 AVENUE,7.0,"0,3,4,0,0,0,0",52.4,,,,,,Elementary,,0.0,,12.43243217
40.721305,-73.986312,P.S. 020 Anna Silver,M020,1.0,1.0,412.0,351.0,01M020,53.0,192.0,69.0,6.0,3.0,27.0,74.0,246,"PK,0K,01,02,03,04,05",166 ESSEX STREET,10.0,"1,0,6,3,0,0,0",53.6,,,District,,,Elementary,,0.0,Henry Street Settlement,12.03438416
40.726008,-73.975058,P.S. 034 Franklin D. Roosevelt,M034,2.0,0.0,273.0,258.0,01M034,107.0,136.0,8.0,0.0,1.0,6.0,88.0,Above 95,"PK,0K,01,02,03,04,05,06,07,08",730 EAST  12 STREET,14.0,"0,3,5,4,2,0,0",70.2,72.0,,District,,69.36936936936937,K-8,"University Settlement Society of New York, Inc.",0.0,University Settlement,21.03321105
40.72444,-73.986214,The STAR Academy - P.S.63,M063,1.0,0.3,208.0,186.0,01M063,38.0,120.0,3.0,7.0,1.0,14.0,60.0,139,"PK,0K,01,02,03,04,05",121 EAST  3 STREET,1.0,"1,0,0,0,0,0,0",51.5,,M063,District,,,Elementary,,0.0,University Settlement,12.69035488
40.72313,-73.981597,P.S. 064 Robert Simon,M064,1.0,0.3,220.0,215.0,01M064,42.0,159.0,6.0,2.0,1.0,4.0,56.0,201,"PK,0K,01,02,03,04,05",600 EAST  6 STREET,10.0,"0,1,4,2,1,0,2",66.1,,M064,District,,,Elementary,Educational Alliance,0.0,University Settlement,20.93023211
40.7162,-73.9798,P.S. 110 Florence Nightingale,M110,1.0,0.4,373.0,330.0,01M110,35.0,156.0,40.0,9.0,1.0,89.0,52.0,207,"PK,0K,01,02,03,04,05",285 DELANCY STREET,4.0,"0,0,1,2,0,0,1",41.4,,,District,,,Elementary,,0.0,,11.180124430000001
40.714248,-73.983854,P.S. 134 Henrietta Szold,M134,1.0,1.0,217.0,177.0,01M134,51.0,103.0,13.0,5.0,1.0,3.0,67.0,Above 95,"PK,0K,01,02,03,04,05",293 EAST BROADWAY,7.0,"1,1,0,4,1,0,0",66.2,,,District,,,Elementary,,0.0,Henry Street Settlement,20.3125
40.719148,-73.983769,P.S. 140 Nathan Straus,M140,2.0,0.0,358.0,340.0,01M140,67.0,246.0,8.0,3.0,1.0,14.0,130.0,294,"PK,0K,01,02,03,04,05,06,07,08",123 RIDGE STREET,9.0,"1,3,2,1,0,1,1",79.8,60.0,,District,,5.521472392638037,K-8,CENTER FOR EDUCATIONAL INNOVATION,0.0,Henry Street Settlement,19.491524990000002
40.718121,-73.984116,P.S. 142 Amalia Castro,M142,0.0,2.0,317.0,330.0,01M142,54.0,251.0,1.0,2.0,5.0,15.0,83.0,307,"PK,0K,01,02,03,04,05",100 ATTORNEY STREET,11.0,"0,1,5,5,0,0,0",63.2,,M142,District,,,Elementary,Educational Alliance,0.0,Henry Street Settlement,19.36416179
40.711125,-73.985438,P.S. 184m Shuang Wen,M184,2.0,1.4,721.0,717.0,01M184,14.0,83.0,501.0,56.0,2.0,59.0,105.0,449,"PK,0K,01,02,03,04,05,06,07,08",327 CHERRY STREET,1.0,"0,0,0,0,1,0,0",6.1,72.0,,District,,98.21428571428572,K-8,,0.0,,12.48285323
40.719888,-73.97738,P.S. 188 The Island School,M188,2.0,0.4,370.0,390.0,01M188,124.0,233.0,16.0,5.0,4.0,8.0,130.0,Above 95,"PK,0K,01,02,03,04,05,06,07,08",442 EAST HOUSTON STREET,35.0,"6,8,4,8,5,1,3",66.7,100.0,M188,District,,68.87417218543047,K-8,Henry Street Settlement,0.0,,38.386309149999995
40.713362,-73.986051,Orchard Collegiate Academy,M292,1.0,0.0,296.0,290.0,01M292,68.0,161.0,44.0,1.0,5.0,6.0,79.0,230,"09,10,11,12",220 HENRY STREET,0.0,"0,0,0,0,0,0,0",65.6,94.0,M056,District,,51.40845070422535,High school,Henry Street Settlement,0.0,Henry Street Settlement,11.70212775
40.727537,-73.978254,The East Village Community School,M315,1.0,1.6,297.0,302.0,01M315,16.0,89.0,32.0,27.0,1.0,136.0,55.0,119,"PK,0K,01,02,03,04,05",610 EAST  12 STREET,,,26.8,,M061,District,,,Elementary,,0.0,,4.823151230000001
40.713362,-73.986051,University Neighborhood Middle School,M332,1.0,1.0,207.0,196.0,01M332,41.0,122.0,8.0,2.0,1.0,22.0,86.0,157,"06,07,08",220 HENRY STREET,1.0,"0,1,0,0,0,0,0",54.6,84.0,M056,District,,83.9572192513369,Junior High-Intermediate-Middle,Henry Street Settlement,0.0,Henry Street Settlement,18.46153885
40.727537,-73.978254,The Children's Workshop School,M361,0.0,2.0,304.0,283.0,01M361,31.0,98.0,29.0,26.0,2.0,97.0,57.0,137,"PK,0K,01,02,03,04,05",610 EAST  12 STREET,,,23.5,,M061,District,,,Elementary,,0.0,,10.06944478
40.72444,-73.986214,Neighborhood School,M363,1.0,1.3,270.0,247.0,01M363,21.0,89.0,16.0,24.0,1.0,95.0,60.0,105,"PK,0K,01,02,03,04,05",121 EAST  3 STREET,,,40.2,,M063,District,,,Elementary,,0.0,University Settlement,4.08163257
40.72313,-73.981597,Earth School,M364,1.0,0.3,291.0,239.0,01M364,27.0,107.0,15.0,23.0,0.0,67.0,65.0,145,"PK,0K,01,02,03,04,05",600 EAST  6 STREET,,,42.5,,M064,District,,,Elementary,,0.0,University Settlement,13.19999993
40.72004,-73.986038,School for Global Leaders,M378,1.0,0.0,185.0,167.0,01M378,41.0,97.0,18.0,1.0,2.0,8.0,60.0,152,"06,07,08",145 STANTON STREET,1.0,"0,0,0,1,0,0,0",47.5,95.0,M025,District,,38.2716049382716,Junior High-Intermediate-Middle,,0.0,,10.85714251
40.712269,-73.984128,University Neighborhood High School,M448,2.0,1.2,570.0,522.0,01M448,91.0,214.0,178.0,2.0,4.0,32.0,105.0,434,"09,10,11,12",200 MONROE STREET,4.0,"0,0,0,1,0,2,1",53.3,90.0,,District,,79.40594059405942,High school,,0.0,,7.76699036
40.729152,-73.982472,East Side Community School,M450,1.0,3.0,681.0,701.0,01M450,104.0,378.0,53.0,15.0,5.0,145.0,206.0,460,"06,07,08,09,10,11,12",420 EAST 12 STREET,7.0,"0,0,2,0,0,2,3",25.9,91.0,M060,District,,78.17919075144508,Secondary School,,0.0,University Settlement,10.81081107
40.722415,-73.990468,Forsyth Satellite Academy,M458,1.0,2.0,149.0,138.0,01M458,51.0,81.0,3.0,0.0,2.0,1.0,47.0,123,"09,10,11,12",198 FORSYTH STREET,1.0,"0,0,0,1,0,0,0",,94.0,M510,Transfer,,33.035714285714285,High school,CAMBA INC,0.0,,13.06818128
40.72004,-73.986038,Lower East Side Preparatory High School,M515,3.0,1.0,481.0,464.0,01M515,47.0,245.0,159.0,0.0,3.0,10.0,42.0,296,"09,10,11,12",145 STANTON STREET,3.0,"0,2,0,1,0,0,0",,95.0,M025,Transfer,,58.52417302798983,High school,"Grand Street Settlement, INC.",0.0,,11.390284450000001
40.719416,-73.979581,"New Explorations into Science, Technology and Math High School",M539,6.0,1.6,1791.0,1640.0,01M539,89.0,176.0,582.0,140.0,4.0,644.0,208.0,386,"0K,01,02,03,04,05,06,07,08,09,10,11,12",111 COLUMBIA STREET,21.0,"1,4,5,4,2,2,3",15.0,89.0,,District,,72.8643216080402,K-12 all grades,,0.0,,0.54611652
40.722415,-73.990468,Cascades High School,M650,1.0,1.0,167.0,139.0,01M650,59.0,74.0,3.0,2.0,0.0,1.0,58.0,122,"09,10,11,12",198 FORSYTH STREET,3.0,"0,0,0,1,0,1,1",,94.0,M510,Transfer,,35.45454545454545,High school,,0.0,,12.12121248
40.718276,-73.976093,Bard High School Early College,M696,4.0,1.0,636.0,614.0,01M696,105.0,140.0,129.0,23.0,1.0,215.0,98.0,273,"09,10,11,12",525 EAST HOUSTON STREET,4.0,"0,0,0,2,0,0,2",37.7,87.0,,District,,47.59535655058043,High school,,0.0,,2.73752008
40.72313,-73.981597,Tompkins Square Middle School,M839,1.0,0.3,354.0,322.0,01M839,55.0,145.0,42.0,5.0,0.0,75.0,98.0,212,"06,07,08",600 EAST  6 STREET,1.0,"0,0,0,0,0,0,1",28.8,87.0,M064,District,,83.125,Junior High-Intermediate-Middle,Educational Alliance,0.0,University Settlement,9.25373137
40.71255,-73.997478,P.S. 001 Alfred E. Smith,M001,0.0,1.4,233.0,219.0,02M001,56.0,61.0,82.0,4.0,2.0,14.0,47.0,163,"PK,0K,01,02,03,04,05",8 HENRY STREET,1.0,"0,0,0,0,1,0,0",48.5,,,District,,,Elementary,United Community Schools (UFT),0.0,,8.29493105
40.712907,-73.991523,P.S. 002 Meyer London,M002,1.0,1.6,421.0,358.0,02M002,47.0,70.0,230.0,0.0,0.0,11.0,95.0,330,"PK,0K,01,02,03,04,05",122 HENRY STREET,3.0,"0,1,1,1,0,0,0",30.5,,,District,,,Elementary,,0.0,,11.29032224
40.732603,-74.005949,P.S. 003 Charrette School,M003,1.0,1.0,600.0,570.0,02M003,27.0,98.0,47.0,18.0,3.0,377.0,110.0,132,"PK,0K,01,02,03,04,05",490 HUDSON STREET,1.0,"0,0,1,0,0,0,0",24.5,,,District,,,Elementary,,0.0,,
40.777737,-73.960427,P.S. 006 Lillie D. Blake,M006,1.0,1.0,592.0,573.0,02M006,12.0,69.0,99.0,15.0,1.0,375.0,89.0,60,"0K,01,02,03,04,05",45 EAST  81 STREET,0.0,"0,0,0,0,0,0,0",18.2,,,District,,,Elementary,,0.0,,1.17845116
40.744186,-74.000743,P.S. 011: The Sarah J. Garnet Elementary School,M011,1.0,0.6,806.0,731.0,02M011,51.0,179.0,127.0,57.0,3.0,314.0,95.0,220,"PK,0K,01,02,03,04,05",320 WEST  21 STREET,2.0,"0,1,1,0,0,0,0",25.3,,,District,,,Elementary,,0.0,,5.10752685
40.749014,-74.000238,P.S. 033 Chelsea Prep,M033,1.0,0.6,555.0,510.0,02M033,99.0,143.0,130.0,36.0,2.0,100.0,87.0,261,"PK,0K,01,02,03,04,05",281 9 AVENUE,9.0,"0,1,1,3,2,0,2",35.6,,M033,District,,,Elementary,"Creative Connections, LLC",0.0,,9.42307711
40.735328,-73.981536,P.S. 040 Augustus Saint-Gaudens,M040,0.0,2.0,634.0,596.0,02M040,15.0,107.0,84.0,58.0,0.0,331.0,99.0,77,"PK,0K,01,02,03,04,05",320 EAST 20TH STREET,,,16.0,,M040,District,,,Elementary,,0.0,,1.06707318
40.73545,-73.999094,P.S. 041 Greenwich Village,M041,1.8,0.6,533.0,494.0,02M041,5.0,54.0,44.0,75.0,0.0,314.0,72.0,38,"PK,0K,01,02,03,04,05",116 WEST  11 STREET,1.0,"0,0,0,1,0,0,0",18.4,,,District,,,Elementary,,0.0,Jewish Board for Children and Family Services (JBFCS),
40.716126,-73.990826,P.S. 042 Benjamin Altman,M042,0.0,2.6,541.0,525.0,02M042,9.0,43.0,411.0,14.0,1.0,46.0,108.0,309,"PK,0K,01,02,03,04,05",71 HESTER STREET,2.0,"0,1,0,0,0,0,1",26.8,,,District,,,Elementary,,0.0,,3.1423289299999997
40.738374,-73.981329,47 The American Sign Language and English Secondary School,M047,2.0,1.1,222.0,236.0,02M047,44.0,175.0,5.0,0.0,1.0,8.0,60.0,196,"09,10,11,12,SE",223 EAST 23 STREET,11.0,"0,3,3,1,2,0,2",71.7,78.0,M047,District,,78.78787878787878,High school,,0.0,,11.15879864
40.761487,-73.995825,P.S. 051 Elias Howe,M051,1.0,1.4,467.0,430.0,02M051,79.0,203.0,51.0,12.0,1.0,84.0,91.0,248,"0K,01,02,03,04,05",525 WEST 44TH STREET,7.0,"0,0,3,2,0,1,1",47.0,,M338,District,,,Elementary,,0.0,,12.32876703
40.759248,-73.967204,P.S. 059 Beekman Hill International,M059,1.0,1.4,587.0,541.0,02M059,12.0,41.0,127.0,43.0,6.0,312.0,88.0,62,"0K,01,02,03,04,05",231-249 EAST 56 STREET,1.0,"0,0,1,0,0,0,0",25.3,,M488,District,,,Elementary,,0.0,,1.5748031400000002
40.785018,-73.95042,P.S. 77 Lower Lab School,M077,1.0,1.4,351.0,346.0,02M077,0.0,19.0,160.0,44.0,0.0,122.0,21.0,40,"0K,01,02,03,04,05",1700 3 AVENUE,,,8.0,,M198,District,,,Elementary,,0.0,,
40.71701,-74.013967,P.S. 89,M089,1.0,0.3,340.0,347.0,02M089,4.0,37.0,80.0,40.0,2.0,184.0,50.0,21,"PK,0K,01,02,03,04,05",201 WARREN STREET,1.0,"0,1,0,0,0,0,0",23.9,,M089,District,,,Elementary,,0.0,,
40.735879,-73.981034,J.H.S. 104 Simon Baruch,M104,3.0,1.4,1017.0,906.0,02M104,54.0,161.0,340.0,35.0,2.0,303.0,154.0,375,"06,07,08",330 EAST  21 STREET,3.0,"0,0,1,0,0,0,2",18.9,72.0,,District,,86.84807256235828,Junior High-Intermediate-Middle,,0.0,,3.66379321
40.76588,-73.989776,P.S. 111 Adolph S. Ochs,M111,1.0,1.0,396.0,330.0,02M111,46.0,152.0,43.0,8.0,2.0,78.0,88.0,200,"PK,0K,01,02,03,04,05",440 WEST  53 STREET,8.0,"0,0,4,4,0,0,0",43.5,,M111,District,,,Elementary,,0.0,Jewish Board for Children and Family Services (JBFCS),11.815562100000001
40.780452,-73.947379,East Side Middle School,M114,1.0,1.0,435.0,417.0,02M114,23.0,65.0,84.0,18.0,2.0,218.0,84.0,85,"06,07,08",331 EAST 91ST STREET,0.0,"0,0,0,0,0,0,0",6.8,91.0,M114,District,,96.37681159420288,Junior High-Intermediate-Middle,,0.0,,1.6241299
40.744511,-73.977906,P.S. 116 Mary Lindley Murray,M116,1.0,0.8,410.0,381.0,02M116,27.0,80.0,80.0,26.0,1.0,167.0,59.0,127,"0K,01,02,03,04,05",210 EAST  33 STREET,17.0,"0,0,5,7,1,2,2",38.1,,,District,,,Elementary,,0.0,Jewish Board for Children and Family Services (JBFCS),11.1940302
40.715097,-73.996017,P.S. 124 Yung Wing,M124,0.0,1.4,652.0,595.0,02M124,1.0,12.0,539.0,30.0,0.0,13.0,86.0,280,"PK,0K,01,02,03,04,05",40 DIVISION STREET,4.0,"1,2,1,0,0,0,0",8.4,,,District,,,Elementary,,0.0,,1.16666667
40.710651,-73.99742,P.S. 126 Jacob August Riis,M126,1.0,1.6,677.0,600.0,02M126,61.0,117.0,368.0,22.0,1.0,30.0,127.0,472,"PK,0K,01,02,03,04,05,06,07,08",80 CATHERINE STREET,3.0,"0,0,2,1,0,0,0",14.5,85.0,,District,,89.74358974358975,K-8,,0.0,,18.90145391
40.71866,-73.998326,P.S. 130 Hernando De Soto,M130,1.0,0.8,749.0,638.0,02M130,2.0,28.0,564.0,30.0,1.0,13.0,100.0,304,"PK,0K,01,02,03,04,05",143 BAXTER STREET,0.0,"0,0,0,0,0,0,0",7.9,,,District,,,Elementary,,0.0,,
40.716231,-73.993607,M.S. 131,M131,0.0,1.2,252.0,226.0,02M131,32.0,47.0,138.0,0.0,0.0,9.0,75.0,210,"06,07,08",100 HESTER STREET,7.0,"0,1,4,1,0,0,1",24.2,74.0,M131,District,,74.88584474885845,Junior High-Intermediate-Middle,,0.0,,13.419912759999999
40.711441,-74.000851,The Urban Assembly School for Emergency Management,M135,0.0,1.1,272.0,291.0,02M135,89.0,171.0,15.0,2.0,4.0,8.0,63.0,218,"09,10,11,12",411 PEARL STREET,1.0,"0,1,0,0,0,0,0",70.8,79.0,M520,District,,58.75912408759124,High school,,0.0,Association to Benefit Children,12.19512224
40.763655,-73.990318,Stephen T. Mather Building Arts & Craftsmanship High School,M139,1.0,3.1,406.0,401.0,02M139,98.0,257.0,16.0,2.0,6.0,17.0,118.0,334,"09,10,11,12",439 WEST 49TH STREET,0.0,"0,0,0,0,0,0,0",64.2,91.0,M625,District,,65.21739130434783,High school,,0.0,,8.12182724
40.71953,-74.01088,P.S. 150,M150,1.0,1.0,180.0,156.0,02M150,3.0,20.0,40.0,23.0,1.0,69.0,15.0,18,"PK,0K,01,02,03,04,05",334 GREENWICH STREET,1.0,"0,1,0,0,0,0,0",23.0,,,District,,,Elementary,,0.0,,
40.777948,-73.947287,Yorkville Community School,M151,2.0,0.6,425.0,380.0,02M151,50.0,90.0,36.0,23.0,0.0,180.0,76.0,131,"0K,01,02,03,04,05",421 EAST  88 STREET,3.0,"0,1,0,1,1,0,0",32.3,,,District,,,Elementary,,0.0,Association to Benefit Children,3.8860105
40.770215,-73.950745,P.S. 158 Bayard Taylor,M158,0.0,0.3,667.0,651.0,02M158,15.0,57.0,87.0,47.0,2.0,443.0,93.0,76,"PK,0K,01,02,03,04,05",1458 YORK AVENUE,3.0,"0,0,1,2,0,0,0",16.6,,M158,District,,,Elementary,,0.0,,2.09267568
40.771541,-73.957827,J.H.S. 167 Robert F. Wagner,M167,5.0,0.6,1275.0,1150.0,02M167,81.0,180.0,230.0,55.0,4.0,583.0,187.0,342,"06,07,08",220 EAST  76 STREET,8.0,"0,0,2,4,1,1,0",18.4,74.0,,District,,83.98576512455516,Junior High-Intermediate-Middle,,0.0,Association to Benefit Children,4.11311053
40.770215,-73.950745,Yorkville East Middle School,M177,2.0,1.3,240.0,222.0,02M177,20.0,43.0,21.0,9.0,3.0,118.0,59.0,65,"06,07,08",1458 YORK AVENUE,0.0,"0,0,0,0,0,0,0",22.6,88.0,M158,District,,93.08755760368663,Junior High-Intermediate-Middle,,0.0,,5.357142909999999
40.763804,-73.957731,P.S. 183 Robert L. Stevenson,M183,1.0,0.6,541.0,514.0,02M183,10.0,45.0,87.0,29.0,1.0,342.0,64.0,52,"0K,01,02,03,04,05",419 EAST  66 STREET,0.0,"0,0,0,0,0,0,0",13.2,,,District,,,Elementary,,0.0,,
40.785018,-73.95042,P.S. 198 Isador E. Ida Straus,M198,1.0,0.4,460.0,415.0,02M198,28.0,115.0,63.0,24.0,6.0,178.0,86.0,175,"PK,0K,01,02,03,04,05",1700 3 AVENUE,3.0,"0,1,1,0,0,0,1",17.4,,M198,District,,,Elementary,,0.0,,2.29885057
40.761327,-73.988665,P.S. 212 Midtown West,M212,0.0,1.2,328.0,289.0,02M212,23.0,85.0,38.0,23.0,0.0,120.0,39.0,100,"0K,01,02,03,04,05",328 WEST  48 STREET,,,35.2,,M017,District,,,Elementary,,0.0,,2.67558526
40.753598,-73.956435,P.S./I.S. 217 Roosevelt Island,M217,2.0,1.4,620.0,688.0,02M217,62.0,112.0,230.0,34.0,2.0,248.0,92.0,195,"PK,0K,01,02,03,04,05,06,07,08",645 MAIN STREET,1.0,"0,0,0,0,0,0,1",27.0,93.0,,District,,82.75862068965517,K-8,,0.0,,1.72413792
40.765638,-73.959777,Ella Baker School,M225,1.0,1.2,343.0,319.0,02M225,48.0,91.0,30.0,26.0,8.0,116.0,69.0,110,"PK,0K,01,02,03,04,05,06,07,08",317 EAST  67 STREET,1.0,"0,0,0,0,0,0,1",32.9,85.0,M480,District,,76.71232876712328,K-8,,0.0,,3.65853645
40.71953,-74.01088,P.S. 234 Independence School,M234,0.0,1.8,466.0,454.0,02M234,10.0,50.0,42.0,34.0,1.0,316.0,74.0,47,"0K,01,02,03,04,05",292 GREENWICH STREET,1.0,"0,0,1,0,0,0,0",17.2,,,District,,,Elementary,,0.0,,
40.735328,-73.981536,M.S. 255 Salk School of Science,M255,2.0,1.3,361.0,340.0,02M255,6.0,41.0,101.0,23.0,3.0,166.0,69.0,77,"06,07,08",320 EAST 20TH STREET,1.0,"0,0,1,0,0,0,0",9.1,86.0,M040,District,,82.54437869822485,Junior High-Intermediate-Middle,,0.0,,
40.736526,-73.992727,The Clinton School,M260,4.0,1.0,791.0,768.0,02M260,21.0,89.0,112.0,45.0,4.0,470.0,138.0,122,"06,07,08,09,10,11,12",10 East 15th Street,0.0,"0,0,0,0,0,0,0",25.2,84.0,,District,,57.53604193971167,Secondary School,,0.0,,1.2953368
40.763883,-73.963861,"East Side Elementary School, PS 267",M267,0.0,1.4,397.0,387.0,02M267,8.0,43.0,63.0,22.0,0.0,251.0,67.0,55,"0K,01,02,03,04,05",213 EAST 63RD STREET,,,17.7,,,District,,,Elementary,,0.0,,
40.706384,-74.017456,Battery Park City School,M276,2.0,1.8,791.0,725.0,02M276,24.0,88.0,163.0,66.0,1.0,381.0,139.0,102,"0K,01,02,03,04,05,06,07,08",55 BATTERY PLACE,11.0,"1,2,3,5,0,0,0",20.8,76.0,M276,District,,90.9433962264151,K-8,,0.0,,1.1968085499999999
40.711441,-74.000851,Manhattan Early College School for Advertising,M280,2.0,1.1,460.0,466.0,02M280,142.0,237.0,53.0,3.0,6.0,18.0,79.0,356,"09,10,11,12",411 PEARL STREET,4.0,"0,0,0,0,0,1,3",59.4,85.0,M520,District,,22.63736263736264,High school,,0.0,Association to Benefit Children,8.60215053
40.744288,-73.972592,The River School,M281,0.0,1.2,459.0,458.0,02M281,38.0,70.0,157.0,18.0,3.0,171.0,66.0,105,"PK,0K,01,02,03,04,05",425 EAST 35TH STREET,1.0,"0,0,0,0,0,0,1",22.3,,M281,District,,,Elementary,,0.0,,3.11850309
40.711441,-74.000851,Urban Assembly Maker Academy,M282,1.0,2.1,484.0,510.0,02M282,161.0,232.0,40.0,11.0,2.0,57.0,119.0,356,"09,10,11,12",411 PEARL STREET,0.0,"0,0,0,0,0,0,0",57.8,86.0,M520,District,,84.8,High school,,0.0,Association to Benefit Children,8.4615387
40.765474,-73.9927,Food and Finance High School,M288,2.0,1.0,417.0,427.0,02M288,132.0,243.0,20.0,1.0,2.0,21.0,105.0,344,"09,10,11,12",525 WEST  50TH STREET,0.0,"0,0,0,0,0,0,0",55.2,76.0,M535,District,,56.038647342995176,High school,,0.0,,10.79812199
40.71701,-74.013967,I.S. 289,M289,1.0,1.3,263.0,236.0,02M289,13.0,40.0,109.0,9.0,1.0,64.0,53.0,115,"06,07,08",201 WARREN STREET,2.0,"0,0,0,0,0,2,0",17.2,79.0,M089,District,,95.27896995708154,Junior High-Intermediate-Middle,,0.0,,2.52100844
40.775181,-73.952777,P.S. 290 Manhattan New School,M290,1.4,0.6,456.0,415.0,02M290,14.0,43.0,51.0,35.0,3.0,268.0,68.0,51,"0K,01,02,03,04,05",311 EAST  82 STREET,,,14.6,,,District,,,Elementary,,0.0,,
40.717329,-73.989329,Essex Street Academy,M294,0.0,3.1,370.0,353.0,02M294,92.0,149.0,24.0,6.0,2.0,70.0,93.0,230,"09,10,11,12",350 GRAND STREET,3.0,"1,2,0,0,0,0,0",47.3,90.0,M445,District,,77.03488372093024,High school,,0.0,,5.3521126500000005
40.765474,-73.9927,High School of Hospitality Management,M296,1.0,1.0,322.0,238.0,02M296,41.0,176.0,11.0,0.0,2.0,5.0,50.0,219,"09,10,11,12",525 WEST  50TH STREET,,,58.4,94.0,M535,District,,48.93617021276596,High school,,0.0,,10.44176742
40.731006,-74.007192,M.S. 297,M297,2.0,1.4,818.0,605.0,02M297,79.0,180.0,52.0,35.0,3.0,256.0,126.0,273,"06,07,08",75 MORTON STREET,26.0,"0,0,7,13,4,1,1",27.9,60.0,M323,District,,84.4331641285956,Junior High-Intermediate-Middle,,0.0,,8.64600316
40.716231,-73.993607,Pace High School,M298,3.0,1.0,595.0,586.0,02M298,182.0,289.0,58.0,7.0,7.0,33.0,127.0,446,"09,10,11,12",100 HESTER STREET,6.0,"1,0,2,2,0,0,1",64.2,80.0,M131,District,,62.909090909090914,High school,,0.0,,5.57491295
40.765474,-73.9927,"Urban Assembly School of Design and Construction, The",M300,2.0,1.0,257.0,238.0,02M300,53.0,163.0,10.0,0.0,0.0,9.0,68.0,201,"09,10,11,12",525 WEST  50TH STREET,0.0,"0,0,0,0,0,0,0",60.8,81.0,M535,District,,62.44541484716157,High school,,0.0,,11.95219159
40.765474,-73.9927,"Facing History School, The",M303,1.0,2.0,331.0,334.0,02M303,83.0,227.0,4.0,4.0,1.0,12.0,95.0,276,"09,10,11,12",525 WEST  50TH STREET,0.0,"0,0,0,0,0,0,0",63.0,90.0,M535,District,,87.22044728434504,High school,Urban Arts Partnership,0.0,,14.925372600000001
40.717329,-73.989329,"Urban Assembly Academy of Government and Law, The",M305,0.0,2.1,349.0,341.0,02M305,113.0,178.0,33.0,0.0,3.0,10.0,64.0,296,"09,10,11,12",350 GRAND STREET,0.0,"0,0,0,0,0,0,0",58.4,76.0,M445,District,,70.58823529411765,High school,,0.0,,11.585365979999999
40.717329,-73.989329,Lower Manhattan Arts Academy,M308,3.0,1.1,346.0,338.0,02M308,103.0,195.0,27.0,0.0,2.0,9.0,99.0,273,"09,10,11,12",350 GRAND STREET,5.0,"0,1,1,1,2,0,0",66.7,89.0,M445,District,,63.30275229357798,High school,,0.0,,13.78299147
40.742512,-74.002222,New York City Lab Middle School for Collaborative Studies,M312,2.0,1.0,574.0,534.0,02M312,13.0,56.0,255.0,40.0,1.0,164.0,100.0,158,"06,07,08",333 WEST  17 STREET,0.0,"0,0,0,0,0,0,0",7.6,81.0,M070,District,,93.00567107750472,Junior High-Intermediate-Middle,,0.0,,
40.743407,-74.00254,"James Baldwin School, The: A School for Expeditionary Learning",M313,1.0,2.2,210.0,161.0,02M313,78.0,66.0,6.0,2.0,3.0,5.0,54.0,139,"09,10,11,12",351 WEST  18 STREET,1.0,"0,1,0,0,0,0,0",,100.0,M440,Transfer,,36.885245901639344,High school,,0.0,Hudson Guild,16.66666716
40.705688,-74.013303,"Urban Assembly School of Business for Young Women, the",M316,1.0,1.3,147.0,115.0,02M316,44.0,55.0,8.0,2.0,2.0,2.0,21.0,103,"09,10,11,12",26 BROADWAY,2.0,"0,1,1,0,0,0,0",70.2,95.0,M282,District,,40.74074074074074,High school,,0.0,,12.96296269
40.739145,-73.995534,Sixth Avenue Elementary School,M340,1.0,0.2,355.0,342.0,02M340,8.0,40.0,31.0,57.0,0.0,206.0,46.0,48,"0K,01,02,03,04,05",590 SIXTH AVENUE,,,19.9,,M340,District,,,Elementary,,0.0,,
40.708774,-74.002407,The Peck Slip School,M343,1.0,1.4,424.0,374.0,02M343,34.0,61.0,58.0,48.0,0.0,173.0,57.0,50,"0K,01,02,03,04,05",1 PECK SLIP,3.0,"0,0,0,1,0,0,2",25.8,,M343,District,,,Elementary,,0.0,,
40.738374,-73.981329,The 47 American Sign Language & English Lower School,M347,0.0,1.3,192.0,182.0,02M347,38.0,88.0,10.0,9.0,2.0,35.0,92.0,132,"PK,0K,01,02,03,04,05,06,07,08",223 EAST 23 STREET,2.0,"0,1,0,0,0,0,1",64.1,89.0,M047,District,,75.0,K-8,THE HUDSON GUILD,0.0,,14.73684162
