latitude,longitude,school_name,school_no,gc,sw,enroll2022_21,enroll,dbn,black,hispanic,asian,multi,native_a,white,iep,poverty_no,grades_final_text,address,cic,yrly_cic_16_22,pct_chronic_absent,s_know_mh_re_ag,co_located,school_tag,split_skool,s_rr,school_type,lead_cbo_partner,school_psychologist_providing,provider,pct_temp_housing
40.866381,-73.923818,Amistad Dual Language School,M311,1.0,1.2,407.0,395.0,06M311,1.0,378.0,2.0,4.0,0.0,9.0,104.0,332,"0K,01,02,03,04,05,06,07,08",4862 BROADWAY,,,33.5,86.0,M176,District,,53.62318840579711,K-8,,0.0,,12.95843571
40.866381,-73.923818,Muscota,M314,1.0,1.2,293.0,245.0,06M314,8.0,101.0,10.0,23.0,1.0,102.0,52.0,73,"0K,01,02,03,04,05",4862 BROADWAY,,,9.7,,M176,District,,,Elementary,,0.0,,
40.839139,-73.935815,M.S. 319 - Maria Teresa,M319,1.0,1.2,320.0,275.0,06M319,8.0,260.0,1.0,0.0,0.0,6.0,78.0,Above 95,"06,07,08",21 JUMEL PLACE,0.0,"0,0,0,0,0,0,0",8.6,83.0,M090,District,,58.08823529411765,Junior High-Intermediate-Middle,,0.0,Children's Aid Society,18.936876950000002
40.860951,-73.930082,Middle School 322,M322,1.0,0.2,292.0,258.0,06M322,6.0,245.0,2.0,2.0,0.0,3.0,56.0,Above 95,"06,07,08,SE",4600 BROADWAY,0.0,"0,0,0,0,0,0,0",38.5,85.0,M218,District,,93.75,Junior High-Intermediate-Middle,Children's Aid,0.0,Children's Aid Society,27.75800824
40.839139,-73.935815,M.S. 324 - Patria Mirabal,M324,1.0,0.2,268.0,266.0,06M324,25.0,226.0,5.0,1.0,0.0,9.0,74.0,239,"06,07,08",21 JUMEL PLACE,1.0,"0,0,0,0,0,1,0",39.2,85.0,M090,District,,99.61685823754787,Junior High-Intermediate-Middle,Children's Aid,0.0,Children's Aid Society,12.286689130000001
40.836982,-73.937263,Community Math & Science Prep,M328,1.0,1.0,134.0,148.0,06M328,18.0,115.0,6.0,0.0,2.0,7.0,57.0,136,"06,07,08",401 WEST 164 STREET,26.0,"2,10,5,4,2,0,3",57.0,,M164,District,,1.4388489208633095,Junior High-Intermediate-Middle,,0.0,,8.280254900000001
40.833695,-73.942074,Community Health Academy of the Heights,M346,2.0,2.2,660.0,618.0,06M346,63.0,533.0,8.0,1.0,1.0,12.0,139.0,579,"06,07,08,09,10,11,12",504 WEST 158TH STREET,20.0,"1,3,1,3,3,3,6",50.5,91.0,,District,,81.44499178981938,Secondary School,United Community Schools (UFT),0.0,,13.713404539999999
40.849311,-73.930991,Washington Heights Expeditionary Learning School,M348,2.0,3.4,952.0,955.0,06M348,24.0,883.0,7.0,8.0,2.0,30.0,228.0,776,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12",511 WEST 182ND STREET,19.0,"2,5,5,5,0,0,2",52.8,92.0,M143,District,,26.44873699851412,K-12 all grades,cs_director,0.0,,9.958071259999999
40.845459,-73.939785,Harbor Heights,M349,1.0,0.4,98.0,75.0,06M349,0.0,75.0,0.0,0.0,0.0,0.0,4.0,Above 95,"06,07,08",306 FORT WASHINGTON AVENUE,0.0,"0,0,0,0,0,0,0",37.1,92.0,M173,District,,98.63013698630137,Junior High-Intermediate-Middle,,0.0,New York Presbyterian Hospital,36.47058904
40.865575,-73.921631,Washington Heights Academy,M366,1.0,1.2,547.0,517.0,06M366,7.0,486.0,7.0,0.0,0.0,11.0,112.0,465,"0K,01,02,03,04,05,06,07,08",202 SHERMAN AVE,10.0,"1,2,1,0,0,3,3",48.9,87.0,,District,,100.0,K-8,,0.0,,7.312614470000001
40.826514,-73.947599,The William Lynch School,M368,1.0,1.3,208.0,218.0,06M368,48.0,107.0,6.0,8.0,0.0,49.0,45.0,140,"0K,01,02,03,04,05",1750 AMSTERDAM AVENUE,1.0,"0,0,0,0,0,0,1",54.2,,M153,District,,,Elementary,"CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMM CTR, Green Generations 21C",0.0,,19.91150379
40.865556,-73.925464,High School for Excellence and Innovation,M423,0.0,1.0,169.0,153.0,06M423,17.0,132.0,1.0,0.0,0.0,3.0,22.0,Above 95,"08,09,10,11,12",650 ACADEMY STREET,9.0,"0,0,1,8,0,0,0",,98.0,M052,Transfer,,47.14285714285714,High school,P2L,0.0,,21.68674767
40.856532,-73.92606,The College Academy,M462,2.0,1.2,359.0,315.0,06M462,25.0,278.0,6.0,1.0,1.0,3.0,79.0,Above 95,"09,10,11,12",549 AUDUBON AVENUE,1.0,"0,0,0,0,0,1,0",55.2,81.0,M465,District,,84.81481481481481,High school,"Center for Supportive Schools, Inc. ",0.0,,26.646706460000004
40.856532,-73.92606,High School for Media and Communications,M463,2.0,1.2,328.0,330.0,06M463,32.0,286.0,3.0,1.0,1.0,5.0,68.0,Above 95,"09,10,11,12",549 AUDUBON AVENUE,0.0,"0,0,0,0,0,0,0",31.3,91.0,M465,District,,66.66666666666666,High school,"Catholic Charities, Arete Education (21C)",0.0,,33.23442042
40.856532,-73.92606,High School for Law and Public Service,M467,2.0,1.2,449.0,368.0,06M467,64.0,289.0,3.0,0.0,2.0,9.0,95.0,345,"09,10,11,12",549 AUDUBON AVENUE,2.0,"0,2,0,0,0,0,0",72.6,87.0,M465,District,,30.76923076923077,High school,,0.0,,17.48633832
40.856532,-73.92606,High School for Health Careers and Sciences,M468,2.0,1.2,396.0,395.0,06M468,55.0,317.0,7.0,2.0,2.0,9.0,79.0,352,"09,10,11,12",549 AUDUBON AVENUE,2.0,"0,0,1,0,0,0,1",46.9,89.0,M465,District,,98.13829787234044,High school,Catholic Charities,0.0,,16.45885259
40.841032,-73.938701,Castle Bridge School,M513,0.0,1.0,179.0,197.0,06M513,4.0,143.0,2.0,9.0,1.0,37.0,61.0,126,"0K,01,02,03,04,05",560 WEST 169 STREET,1.0,"0,0,0,0,0,0,1",38.3,,M128,District,,,Elementary,,0.0,New York Presbyterian Hospital,10.00000015
40.850683,-73.934676,I.S. 528 Bea Fuller Rodgers School,M528,1.0,1.0,254.0,236.0,06M528,5.0,228.0,0.0,0.0,0.0,2.0,68.0,217,"06,07,08",180 WADSWORTH AVENUE,4.0,"0,0,1,0,0,0,3",35.3,91.0,,District,,99.15254237288136,Junior High-Intermediate-Middle,Urban Arts Partnership,0.0,,15.189872679999999
40.8185,-73.949929,A. Philip Randolph Campus High School,M540,9.0,2.6,1505.0,1472.0,06M540,437.0,916.0,62.0,5.0,11.0,27.0,252.0,"1,261","09,10,11,12",443 WEST 135 STREET,26.0,"1,8,5,2,2,5,3",55.4,79.0,,District,,55.18248175182482,High school,,0.0,,14.05594349
40.8381,-73.9383,Gregorio Luperon High School for Science and Mathematics,M552,4.0,0.0,539.0,543.0,06M552,0.0,543.0,0.0,0.0,0.0,0.0,25.0,466,"09,10,11,12",501 WEST 165TH STREET,9.0,"0,1,2,1,0,0,5",37.0,91.0,,District,,73.13725490196077,High school,,0.0,,38.63247931
40.819331,-73.919634,P.S. 001 Courtlandt School,X001,2.0,1.8,533.0,485.0,07X001,113.0,357.0,1.0,1.0,2.0,11.0,107.0,Above 95,"PK,0K,01,02,03,04,05",335 EAST 152 STREET,2.0,"0,0,0,2,0,0,0",48.6,,,District,,,Elementary,,0.0,,17.91338623
40.813896,-73.908358,P.S. 5 Port Morris,X005,3.0,2.8,610.0,567.0,07X005,150.0,395.0,2.0,3.0,2.0,15.0,153.0,Above 95,"PK,0K,01,02,03,04,05,06,07,08",564 JACKSON AVENUE,36.0,"3,6,18,5,2,1,1",40.9,82.0,,District,,90.8713692946058,K-8,no_cbo,0.0,,18.15126091
40.816369,-73.922697,P.S. 018 John Peter Zenger,X018,1.0,1.2,444.0,362.0,07X018,97.0,237.0,1.0,4.0,2.0,21.0,87.0,Above 95,"PK,0K,01,02,03,04,05",502 MORRIS AVENUE,5.0,"1,0,0,4,0,0,0",41.7,,,District,,,Elementary,United Community Schools (UFT),0.0,,19.371727110000002
40.812895,-73.905751,P.S. 025 Bilingual School,X025,1.0,1.0,526.0,490.0,07X025,48.0,432.0,4.0,2.0,2.0,2.0,128.0,Above 95,"PK,0K,01,02,03,04,05,SE",811 EAST 149 STREET,5.0,"1,1,0,1,0,0,2",56.1,,,District,,,Elementary,,0.0,,10.89108884
40.821544,-73.916419,P.S./M.S. 029 Melrose School,X029,2.0,4.0,794.0,703.0,07X029,235.0,439.0,4.0,10.0,4.0,11.0,166.0,667,"PK,0K,01,02,03,04,05,06,07,08",758 COURTLANDT AVENUE,13.0,"1,4,1,5,2,0,0",55.4,91.0,,District,,70.63492063492063,K-8,"Center for Supportive Schools, Inc. ",0.0,,13.824290040000001
40.809023,-73.917417,P.S. 030 Wilton,X030,2.0,1.6,480.0,443.0,07X030,93.0,336.0,1.0,1.0,1.0,10.0,114.0,414,"PK,0K,01,02,03,04,05",510 EAST 141 STREET,7.0,"3,0,1,2,0,0,1",47.6,,X030,District,,,Elementary,P2L,0.0,,24.948024750000002
40.822574,-73.92114,P.S./M.S. 031 The William Lloyd Garrison,X031,5.0,3.0,622.0,648.0,07X031,187.0,425.0,11.0,1.0,5.0,18.0,164.0,607,"PK,0K,01,02,03,04,05,06,07,08",250 EAST 156 STREET,5.0,"0,3,0,0,1,0,1",43.2,74.0,X151,District,,22.06896551724138,K-8,,0.0,,22.38372117
40.806452,-73.921593,P.S. 043 Jonas Bronck,X043,1.0,0.8,351.0,326.0,07X043,71.0,241.0,3.0,6.0,2.0,3.0,63.0,Above 95,"PK,0K,01,02,03,04,05",165 BROWN PLACE,11.0,"0,1,4,2,1,2,1",44.5,,X043,District,,,Elementary,NEW YORK EDGE INC,0.0,,17.42857099
40.810413,-73.92273,P.S. 049 Willis Avenue,X049,2.0,1.6,602.0,560.0,07X049,134.0,410.0,3.0,5.0,2.0,5.0,134.0,Above 95,"PK,0K,01,02,03,04,05",383 EAST 139 STREET,19.0,"0,4,3,10,1,0,1",48.9,,X049,District,,,Elementary,,0.0,,19.11764741
40.807916,-73.912557,P.S. 065 Mother Hale Academy,X065,2.0,1.4,316.0,249.0,07X065,77.0,163.0,1.0,0.0,2.0,6.0,60.0,233,"PK,0K,01,02,03,04,05",677 EAST 141 STREET,,,59.2,,X065,District,,,Elementary,,0.0,VNS,38.14814687
40.808194,-73.925459,P.S. 154 Jonathan D. Hyatt,X154,2.0,0.2,312.0,265.0,07X154,113.0,145.0,1.0,1.0,1.0,4.0,57.0,Above 95,"PK,0K,01,02,03,04,05",333 EAST 135 STREET,1.0,"0,0,1,0,0,0,0",30.4,,X154,District,,,Elementary,City Year,0.0,Astor Services for Children & Families,14.82889801
40.819419,-73.908965,P.S. 157 Grove Hill,X157,1.0,2.2,534.0,486.0,07X157,108.0,313.0,0.0,0.0,63.0,2.0,118.0,Above 95,"PK,0K,01,02,03,04,05",757 CAULDWELL AVENUE,,,60.6,,,District,,,Elementary,,0.0,,12.00787425
40.814168,-73.905233,P.S. 161 Juan Ponce De Leon School,X161,2.0,1.0,376.0,327.0,07X161,68.0,249.0,2.0,2.0,4.0,2.0,92.0,310,"PK,0K,01,02,03,04,05",628 TINTON AVENUE,9.0,"0,4,2,2,0,1,0",56.6,,X161,District,,,Elementary,,0.0,,15.774647889999999
40.80908,-73.919773,P.S. 179,X179,1.0,0.4,281.0,234.0,07X179,53.0,178.0,0.0,1.0,0.0,2.0,47.0,218,"PK,0K,01,02,03,04,05",468 EAST 140 STREET,10.0,"2,3,1,3,1,0,0",49.8,,X040,District,,,Elementary,EAST SIDE HOUSE INC,0.0,VNS,19.37984526
40.813612,-73.920851,South Bronx Preparatory: A College Board School,X221,4.0,1.2,640.0,631.0,07X221,158.0,455.0,5.0,1.0,2.0,10.0,154.0,587,"06,07,08,09,10,11,12",360 EAST 145 STREET,0.0,"0,0,0,0,0,0,0",33.4,85.0,X149,District,,89.46515397082658,Secondary School,,0.0,,12.149532879999999
40.813612,-73.920851,The Laboratory School of Finance and Technology: X223,X223,6.0,2.2,715.0,663.0,07X223,109.0,538.0,5.0,1.0,4.0,5.0,119.0,620,"06,07,08,09,10,11,12",360 EAST 145 STREET,,,39.9,81.0,X149,District,,85.10971786833855,Secondary School,Areté Education,0.0,,11.64901629
40.810314,-73.918774,P.S./I.S. 224,X224,3.0,1.2,246.0,229.0,07X224,66.0,153.0,3.0,1.0,4.0,2.0,77.0,Above 95,"06,07,08",345 BROOK AVENUE,0.0,"0,0,0,0,0,0,0",52.6,77.0,X139,District,,47.05882352941176,Junior High-Intermediate-Middle,"Creative Connections, LLC",0.0,,23.84937257
40.810671,-73.907528,"H.E.R.O. High (Health, Education, and Research Occupations High School)",X259,2.0,3.0,505.0,667.0,07X259,205.0,425.0,17.0,2.0,6.0,10.0,154.0,590,"09,10,11,12,13,14",455 SOUTHERN BLVD,,,59.7,85.0,X655,District,,50.0,High school,,0.0,,18.19548905
40.813385,-73.913872,P.S. 277,X277,1.0,0.6,373.0,323.0,07X277,85.0,223.0,4.0,0.0,8.0,3.0,56.0,Above 95,"PK,0K,01,02,03,04,05",519 ST ANNS AVENUE,6.0,"0,0,4,1,1,0,0",46.5,,X027,District,,,Elementary,CENTER FOR EDUCATIONAL INNOVATION,0.0,,20.058140159999997
40.818703,-73.905389,South Bronx Academy for Applied Media,X296,1.0,2.2,244.0,220.0,07X296,83.0,126.0,0.0,0.0,6.0,5.0,85.0,198,"06,07,08",778 FOREST AVENUE,0.0,"0,0,0,0,0,0,0",43.4,87.0,X184,District,,95.73459715639812,Junior High-Intermediate-Middle,"PARTNERSHIP WITH CHILDREN, INC.",0.0,Astor Services for Children & Families,22.1238941
40.818703,-73.905389,Academy of Public Relations,X298,2.0,3.1,197.0,159.0,07X298,32.0,125.0,1.0,0.0,0.0,1.0,60.0,148,"06,07,08",778 FOREST AVENUE,1.0,"0,0,0,1,0,0,0",46.3,88.0,X184,District,,97.36842105263158,Junior High-Intermediate-Middle,cs_director,0.0,Astor Services for Children & Families,26.436781879999998
40.810314,-73.918774,International Community High School,X334,5.0,2.4,399.0,356.0,07X334,54.0,281.0,7.0,0.0,1.0,13.0,33.0,Above 95,"09,10,11,12",345 BROOK AVENUE,5.0,"1,0,2,2,0,0,0",48.3,91.0,X139,District,,81.25,High school,,0.0,,29.97347414
40.810314,-73.918774,Academy of Applied Mathematics and Technology,X343,2.0,2.2,301.0,288.0,07X343,86.0,193.0,4.0,0.0,1.0,4.0,77.0,268,"06,07,08",345 BROOK AVENUE,,,46.9,76.0,X139,District,,83.98576512455516,Junior High-Intermediate-Middle,"Creative Connections, LLC",0.0,,18.06020141
40.823014,-73.922527,Concourse Village Elementary School,X359,1.0,0.3,285.0,246.0,07X359,67.0,172.0,1.0,1.0,0.0,5.0,51.0,203,"PK,0K,01,02,03,04,05",750 CONCOURSE VILLAGE WEST,,,24.6,,X156,District,,,Elementary,,0.0,,15.17509669
40.80908,-73.919773,Young Leaders Elementary School,X369,1.0,0.2,258.0,229.0,07X369,54.0,166.0,0.0,2.0,0.0,7.0,67.0,Above 95,"PK,0K,01,02,03,04,05",468 EAST 140 STREET,,,47.9,,X040,District,,,Elementary,,0.0,VNS,24.427481
40.818703,-73.905389,Jill Chaifetz Transfer High School,X379,2.0,2.0,208.0,199.0,07X379,63.0,125.0,4.0,2.0,3.0,2.0,68.0,174,"09,10,11,12",778 FOREST AVENUE,7.0,"0,0,1,4,1,0,1",,95.0,X184,Transfer,,16.535433070866144,High school,BronxWorks,0.0,Astor Services for Children & Families,16.73469394
40.818645,-73.919949,Bronx Haven High School,X381,2.0,1.1,156.0,120.0,07X381,37.0,79.0,3.0,0.0,1.0,0.0,46.0,114,"09,10,11,12",333 EAST 151 STREET,1.0,"0,1,0,0,0,0,0",,95.0,X600,Transfer,,30.0,High school,no_cbo,0.0,,12.1794872
40.815712,-73.92996,Community School for Social Justice,X427,4.0,3.3,343.0,281.0,07X427,67.0,208.0,0.0,0.0,3.0,2.0,81.0,255,"09,10,11,12",350 GERARD AVENUE,5.0,"0,0,1,3,1,0,0",78.9,94.0,X884,District,,79.182156133829,High school,no_cbo,0.0,,23.2081905
40.818041,-73.911633,Mott Haven Village Preparatory High School,X473,2.0,4.4,253.0,200.0,07X473,58.0,136.0,5.0,1.0,0.0,0.0,58.0,Above 95,"09,10,11,12",701 ST. ANNS AVENUE,12.0,"1,5,1,1,1,1,2",63.2,84.0,X470,District,,63.68421052631579,High school,,0.0,,14.07035142
40.818041,-73.911633,University Heights Secondary School,X495,5.4,3.4,597.0,573.0,07X495,159.0,340.0,39.0,3.0,6.0,12.0,114.0,484,"09,10,11,12",701 ST. ANNS AVENUE,10.0,"1,2,5,2,0,0,0",21.5,81.0,X470,District,,72.77580071174377,High school,,0.0,,5.37261702
40.814857,-73.912038,Hostos-Lincoln Academy of Science,X500,5.0,1.0,569.0,546.0,07X500,137.0,391.0,10.0,0.0,3.0,4.0,123.0,467,"06,07,08,09,10,11,12",600 SAINT ANN'S AVENUE,2.0,"0,0,1,0,0,1,0",41.4,84.0,X162,District,,75.61904761904762,Secondary School,,0.0,NY Foundling,8.50277245
40.818645,-73.919949,Bronx Design and Construction Academy,X522,5.0,3.1,299.0,258.0,07X522,75.0,178.0,2.0,1.0,1.0,1.0,110.0,235,"09,10,11,12",333 EAST 151 STREET,3.0,"0,0,0,1,1,0,1",54.3,92.0,X600,District,,92.6530612244898,High school,no_cbo,0.0,,11.11111119
40.821828,-73.922366,Bronx Leadership Academy II High School,X527,2.0,4.3,499.0,468.0,07X527,138.0,318.0,6.0,0.0,2.0,4.0,125.0,429,"09,10,11,12",730 CONCOURSE VILLAGE WEST,38.0,"4,8,10,9,2,2,3",67.9,86.0,X790,District,,63.18181818181819,High school,,0.0,,16.515837610000002
40.821828,-73.922366,Careers in Sports High School,X548,6.0,3.2,527.0,513.0,07X548,139.0,356.0,1.0,1.0,3.0,10.0,153.0,479,"09,10,11,12",730 CONCOURSE VILLAGE WEST,1.0,"0,0,1,0,0,0,0",65.1,91.0,X790,District,,47.81704781704782,High school,Global Kids,0.0,,15.8436209
40.813681,-73.925995,The Urban Assembly Bronx Academy of Letters,X551,5.0,4.2,611.0,575.0,07X551,183.0,366.0,4.0,0.0,5.0,17.0,162.0,542,"06,07,08,09,10,11,12,SE",339 MORRIS AVENUE,1.0,"0,1,0,0,0,0,0",77.4,82.0,X183,District,,35.440613026819925,Secondary School,,0.0,,14.782609050000001
40.810671,-73.907528,Mott Haven Community High School,X557,2.0,4.0,247.0,252.0,07X557,87.0,154.0,2.0,1.0,3.0,5.0,99.0,215,"09,10,11,12",455 SOUTHERN BLVD,3.0,"0,0,0,1,0,0,2",,100.0,X655,Transfer,,2.941176470588235,High school,,0.0,,12.06896529
40.814857,-73.912038,I.S. 584,X584,2.0,1.0,230.0,213.0,07X584,54.0,155.0,2.0,0.0,2.0,0.0,67.0,Above 95,"06,07,08",600 SAINT ANN'S AVENUE,,,56.3,86.0,X162,District,,74.75728155339806,Junior High-Intermediate-Middle,City Year ,0.0,NY Foundling,26.839825509999997
40.818645,-73.919949,Alfred E. Smith Career and Technical Education High School,X600,3.0,2.1,444.0,436.0,07X600,117.0,303.0,5.0,1.0,6.0,4.0,140.0,390,"09,10,11,12",333 EAST 151 STREET,10.0,"4,2,1,1,1,0,1",58.0,78.0,X600,District,,32.29665071770335,High school,,0.0,,15.45667499
,,Bronx Legacy High School,X625,1.2,1.2,51.0,117.0,07X625,40.0,74.0,0.0,0.0,1.0,1.0,21.0,104,,,,,30.3,89.0,X790,District,,67.82608695652173,,,,,18.5840711
40.815712,-73.92996,Health Opportunities High School,X670,4.0,3.3,387.0,295.0,07X670,89.0,194.0,2.0,2.0,7.0,1.0,81.0,276,"09,10,11,12",350 GERARD AVENUE,25.0,"3,4,9,6,1,2,0",62.5,91.0,X884,District,,58.24175824175825,High school,cs_director,0.0,,17.22972989
40.835318,-73.826277,P.S. X014 Senator John Calandra,X014,1.0,1.6,580.0,609.0,08X014,33.0,395.0,53.0,7.0,4.0,117.0,115.0,420,"0K,01,02,03,04,05",3047 BRUCKNER BOULEVARD,9.0,"0,0,0,3,1,1,4",42.5,,,District,,,Elementary,United Community Schools (UFT),0.0,,7.87037015
40.82948,-73.849791,P.S. 036 Unionport,X036,1.0,1.6,729.0,704.0,08X036,66.0,336.0,248.0,4.0,16.0,34.0,108.0,538,"PK,0K,01,02,03,04,05",1070 CASTLE HILL AVENUE,,,42.8,,,District,,,Elementary,,0.0,,9.82503369
40.814034,-73.886834,P.S. 048 Joseph R. Drake,X048,2.0,2.8,562.0,513.0,08X048,125.0,373.0,1.0,2.0,2.0,6.0,119.0,454,"PK,0K,01,02,03,04,05",1290 SPOFFORD AVENUE,10.0,"0,1,2,4,2,1,0",67.2,,,District,,,Elementary,United Community Schools (UFT),0.0,,24.30939227
40.813736,-73.900161,P.S. 062 Inocensio Casanova,X062,0.0,3.0,527.0,518.0,08X062,95.0,412.0,0.0,1.0,3.0,7.0,131.0,Above 95,"PK,0K,01,02,03,04,05",660 FOX STREET,1.0,"0,0,0,0,0,0,1",57.9,,,District,,,Elementary,ASPIRA OF NEW YORK INC,0.0,,14.953270550000001
40.8167,-73.86046,P.S. 069 Journey Prep School,X069,2.0,0.6,565.0,530.0,08X069,105.0,381.0,21.0,2.0,7.0,13.0,104.0,458,"PK,0K,01,02,03,04,05",560 THIERIOT AVENUE,5.0,"0,3,2,0,0,0,0",58.3,,,District,,,Elementary,,0.0,,10.03649607
40.845379,-73.829562,P.S. 071 Rose E. Scala,X071,2.0,3.4,1408.0,1263.0,08X071,66.0,779.0,139.0,13.0,6.0,260.0,238.0,917,"PK,0K,01,02,03,04,05,06,07,08",3040 ROBERTS AVENUE,13.0,"1,1,5,3,1,1,1",40.7,74.0,,District,,95.6140350877193,K-8,,0.0,,3.24324332
40.823237,-73.818172,P.S. 072 Dr. William Dorney,X072,2.0,1.2,687.0,633.0,08X072,124.0,425.0,40.0,2.0,1.0,39.0,164.0,524,"PK,0K,01,02,03,04,05,SE",2951 DEWEY AVENUE,8.0,"0,2,4,2,0,0,0",61.4,,,District,,,Elementary,,0.0,,7.99396709
40.822314,-73.888948,P.S. 75 School of Research and Discovery,X075,1.0,1.6,530.0,467.0,08X075,100.0,343.0,6.0,7.0,4.0,6.0,108.0,402,"PK,0K,01,02,03,04,05",984 FAILE STREET,9.0,"0,5,2,0,0,1,1",54.1,,X075,District,,,Elementary,City Year,0.0,,15.32416493
40.822522,-73.877274,P.S. 093 Albert G. Oliver,X093,1.0,0.4,357.0,363.0,08X093,131.0,208.0,7.0,0.0,9.0,8.0,52.0,266,"PK,0K,01,02,03,04,05",1535 STORY AVENUE,5.0,"0,1,1,0,0,0,3",63.5,,X093,District,,,Elementary,,0.0,,13.48600537
40.822552,-73.86276,P.S. 100 Isaac Clason,X100,2.0,1.8,536.0,452.0,08X100,117.0,308.0,9.0,8.0,3.0,7.0,115.0,390,"PK,0K,01,02,03,04,05",800 TAYLOR AVENUE,7.0,"0,0,0,3,0,0,4",52.8,,,District,,,Elementary,,0.0,,19.65811998
40.82708,-73.829211,M.S. X101 Edward R. Byrne,X101,1.0,1.3,548.0,540.0,08X101,52.0,329.0,64.0,5.0,8.0,81.0,131.0,387,"06,07,08",2750 LAFAYETTE AVENUE,,,23.3,82.0,X101,District,,80.6390977443609,Junior High-Intermediate-Middle,,0.0,,6.09981529
40.819221,-73.868735,P.S. 107,X107,1.0,1.6,525.0,490.0,08X107,157.0,317.0,1.0,1.0,1.0,12.0,129.0,Above 95,"PK,0K,01,02,03,04,05",1695 SEWARD AVENUE,16.0,"1,4,6,3,1,0,1",63.5,,X107,District,,,Elementary,ASPIRA OF NEW YORK INC,0.0,,14.173229039999999
40.828474,-73.857392,The Dr. Emmett W. Bassett School,X119,2.0,0.8,632.0,558.0,08X119,48.0,295.0,160.0,4.0,26.0,25.0,68.0,523,"PK,0K,01,02,03,04,05",1075 PUGSLEY AVENUE,4.0,"0,0,1,3,0,0,0",48.2,,"X119, X125",District,1.0,,Elementary,,0.0,,4.97427098
40.824989,-73.874162,J.H.S. 123 James M. Kieran,X123,2.0,1.1,500.0,545.0,08X123,88.0,426.0,22.0,0.0,7.0,2.0,150.0,492,"06,07,08",1025 MORRISON AVENUE,29.0,"4,2,5,6,1,3,8",44.5,83.0,X123,District,,77.52808988764045,Junior High-Intermediate-Middle,"Rising Ground, Inc.",0.0,,20.071047540000002
40.817742,-73.901709,P.S. 130 Abram Stevens Hewitt,X130,1.0,1.8,359.0,310.0,08X130,55.0,251.0,0.0,0.0,1.0,3.0,61.0,279,"PK,0K,01,02,03,04,05",750 PROSPECT AVENUE,6.0,"0,1,0,4,0,0,1",62.0,,,District,,,Elementary,,0.0,,21.70087993
40.822925,-73.859998,J.H.S. 131 Albert Einstein,X131,2.0,0.2,413.0,343.0,08X131,92.0,219.0,19.0,2.0,6.0,5.0,90.0,297,"06,07,08",885 BOLTON AVENUE,16.0,"2,2,8,1,2,0,1",46.1,75.0,X131,District,,77.67857142857143,Junior High-Intermediate-Middle,"Replications, Inc.",0.0,Astor Services for Children & Families,13.6239782
40.822288,-73.853157,P.S. 138 Samuel Randall,X138,2.0,1.6,581.0,529.0,08X138,116.0,372.0,19.0,3.0,10.0,8.0,108.0,458,"PK,0K,01,02,03,04,05",2060 LAFAYETTE AVENUE,5.0,"0,0,2,2,0,0,1",60.7,,,District,,,Elementary,,0.0,,8.453237269999999
40.823318,-73.907489,P.S. X140 The Eagle School,X140,1.0,0.6,479.0,413.0,08X140,133.0,269.0,1.0,2.0,3.0,5.0,84.0,392,"PK,0K,01,02,03,04,05",916 EAGLE AVENUE,15.0,"4,0,3,0,1,1,6",58.6,,X140,District,,,Elementary,,0.0,,21.158128979999997
40.824717,-73.905734,P.S. 146 Edward Collins,X146,1.0,1.6,344.0,344.0,08X146,99.0,216.0,2.0,4.0,2.0,21.0,70.0,Above 95,"PK,0K,01,02,03,04,05",968 CAULDWELL AVENUE,4.0,"0,1,1,1,0,1,0",50.6,,X146,District,,,Elementary,,0.0,,21.29380107
40.823941,-73.880479,P.S. 152 Evergreen,X152,3.0,2.2,714.0,722.0,08X152,94.0,594.0,11.0,3.0,12.0,8.0,129.0,657,"PK,0K,01,02,03,04,05,SE",1007 EVERGREEN AVENUE,1.0,"1,0,0,0,0,0,0",48.7,,,District,,,Elementary,,0.0,,22.37380594
40.818925,-73.856976,P.S. 182,X182,2.0,0.8,585.0,509.0,08X182,132.0,315.0,26.0,4.0,4.0,28.0,89.0,426,"PK,0K,01,02,03,04,05",601 STICKBALL BOULEVARD,8.0,"1,2,4,0,1,0,0",50.8,,,District,,,Elementary,,0.0,,13.051471110000001
40.820388,-73.892961,Bronx Studio School for Writers and Artists,X269,3.0,2.4,636.0,617.0,08X269,118.0,482.0,4.0,0.0,0.0,12.0,146.0,544,"06,07,08,09,10,11,12",928 SIMPSON STREET,19.0,"3,4,4,1,1,2,4",55.9,74.0,,District,,51.42378559463987,Secondary School,Global Kids,0.0,,9.59119499
40.815043,-73.85607,Women's Academy of Excellence,X282,1.0,1.2,199.0,195.0,08X282,59.0,77.0,23.0,4.0,4.0,24.0,41.0,179,"09,10,11,12",456 WHITE PLAINS ROAD,3.0,"0,0,1,1,0,0,1",55.5,76.0,X174,District,,55.91397849462365,High school,,0.0,,17.61904806
40.839775,-73.839583,Renaissance High School for Musical Theater and the Arts,X293,2.0,1.1,447.0,426.0,08X293,94.0,300.0,4.0,2.0,5.0,20.0,106.0,333,"09,10,11,12",3000 EAST TREMONT AVENUE,2.0,"0,0,1,1,0,0,0",66.4,86.0,X405,District,,89.90147783251231,High school,,0.0,NY Foundling,6.45161271
